CompoundID,CompoundName
Cer_EOS.d63:3__Np,Cer_EOS d63:3
Cer_EOS.d65:3__Np,Cer_EOS d65:3
Cer_EOS.d66:3__Np,Cer_EOS d66:3
Cer_EOS.d67:4__Np,Cer_EOS d67:4
Cer_EOS.d67:4__Np,Cer_EOS d67:4
Cer_EOS.d67:5__Np,Cer_EOS d67:5
Cer_EOS.d68:3__Np,Cer_EOS d68:3
Cer_EOS.d69:5__Np,Cer_EOS d69:5
Cer_EOS.d70:4__Np,Cer_EOS d70:4
Cer_EOS.d71:3__Np,Cer_EOS d71:3
Cer_EOS.d72:4__Np,Cer_EOS d72:4
Cer_EOS.d72:5__Np,Cer_EOS d72:5
Cer_NDS.d15:0_20:0__Np,Cer_NDS d15:0_20:0
Cer_NDS.d16:0_16:0__Np,Cer_NDS d16:0_16:0
Cer_NDS.d16:0_18:2__Np,Cer_NDS d16:0_18:2
Cer_NDS.d16:0_20:0__Np,Cer_NDS d16:0_20:0
Cer_NDS.d16:0_20:0__Np,Cer_NDS d16:0_20:0
Cer_NDS.d16:0_24:0__Np,Cer_NDS d16:0_24:0
Cer_NDS.d17:0_16:0__Np,Cer_NDS d17:0_16:0
Cer_NDS.d17:0_16:0__Np,Cer_NDS d17:0_16:0
Cer_NDS.d17:0_20:0__Np,Cer_NDS d17:0_20:0
Cer_NDS.d17:0_20:0__Np,Cer_NDS d17:0_20:0
Cer_NDS.d17:0_22:0__Np,Cer_NDS d17:0_22:0
Cer_NDS.d17:0_22:0__Np,Cer_NDS d17:0_22:0
Cer_NDS.d18:0_16:0__Np,Cer_NDS d18:0_16:0
Cer_NDS.d18:0_20:0__Np,Cer_NDS d18:0_20:0
Cer_NDS.d18:0_24:1__Np,Cer_NDS d18:0_24:1
Cer_NDS.d19:0_30:1__Np,Cer_NDS d19:0_30:1
Cer_NDS.d19:0_32:1__Np,Cer_NDS d19:0_32:1
Cer_NDS.d19:0_32:2__Np,Cer_NDS d19:0_32:2
Cer_NDS.d20:0_32:2__Np,Cer_NDS d20:0_32:2
Cer_NDS.d20:0_32:2__Np,Cer_NDS d20:0_32:2
Cer_NDS.d20:0_34:2__Np,Cer_NDS d20:0_34:2
Cer_NDS.d21:0_20:0__Np,Cer_NDS d21:0_20:0
Cer_NDS.d22:0_24:0__Np,Cer_NDS d22:0_24:0
Cer_NDS.d22:0_26:0__Np,Cer_NDS d22:0_26:0
Cer_NDS.d23:0_28:0__Np,Cer_NDS d23:0_28:0
Cer_NDS.d32:0__Np,Cer_NDS d32:0
Cer_NDS.d35:0__Np,Cer_NDS d35:0
Cer_NDS.d38:0__Np,Cer_NDS d38:0
Cer_NDS.d40:0__Np,Cer_NDS d40:0
Cer_NDS.d41:0__Np,Cer_NDS d41:0
Cer_NDS.d42:0__Np,Cer_NDS d42:0
Cer_NDS.d42:2__Np,Cer_NDS d42:2
Cer_NDS.d44:1__Np,Cer_NDS d44:1
Cer_NDS.d45:0__Np,Cer_NDS d45:0
Cer_NDS.d45:1__Np,Cer_NDS d45:1
Cer_NDS.d46:0__Np,Cer_NDS d46:0
Cer_NDS.d46:0__Np,Cer_NDS d46:0
Cer_NDS.d46:1__Np,Cer_NDS d46:1
Cer_NDS.d47:0__Np,Cer_NDS d47:0
Cer_NDS.d47:0__Np,Cer_NDS d47:0
Cer_NDS.d48:0__Np,Cer_NDS d48:0
Cer_NDS.d48:0__Np,Cer_NDS d48:0
Cer_NDS.d48:1__Np,Cer_NDS d48:1
Cer_NDS.d48:1__Np,Cer_NDS d48:1
Cer_NDS.d49:0__Np,Cer_NDS d49:0
Cer_NDS.d49:0__Np,Cer_NDS d49:0
Cer_NDS.d49:1__Np,Cer_NDS d49:1
Cer_NDS.d49:1_1__Np,Cer_NDS d49:1_1
Cer_NDS.d50:0__Np,Cer_NDS d50:0
Cer_NDS.d50:1__Np,Cer_NDS d50:1
Cer_NDS.d50:1__Np,Cer_NDS d50:1
Cer_NDS.d50:1_1__Np,Cer_NDS d50:1_1
Cer_NDS.d50:2__Np,Cer_NDS d50:2
Cer_NDS.d52:1__Np,Cer_NDS d52:1
Cer_NP.t14:2_34:0__Np,Cer_NP t14:2_34:0
Cer_NP.t16:0_31:1__Np,Cer_NP t16:0_31:1
Cer_NP.t16:0_31:1_1__Np,Cer_NP t16:0_31:1_1
Cer_NP.t17:0_14:0__Np,Cer_NP t17:0_14:0
Cer_NP.t17:0_16:0__Np,Cer_NP t17:0_16:0
Cer_NP.t17:0_16:0__Np,Cer_NP t17:0_16:0
Cer_NP.t17:0_20:0__Np,Cer_NP t17:0_20:0
Cer_NP.t17:0_22:0__Np,Cer_NP t17:0_22:0
Cer_NP.t17:0_22:1__Np,Cer_NP t17:0_22:1
Cer_NP.t17:0_24:0__Np,Cer_NP t17:0_24:0
Cer_NP.t17:0_26:0__Np,Cer_NP t17:0_26:0
Cer_NP.t18:0_16:0__Np,Cer_NP t18:0_16:0
Cer_NP.t18:0_20:0__Np,Cer_NP t18:0_20:0
Cer_NP.t18:0_24:2__Np,Cer_NP t18:0_24:2
Cer_NP.t19:0_24:0__Np,Cer_NP t19:0_24:0
Cer_NP.t21:1_28:0__Np,Cer_NP t21:1_28:0
Cer_NP.t22:0_24:0__Np,Cer_NP t22:0_24:0
Cer_NP.t22:0_28:0__Np,Cer_NP t22:0_28:0
Cer_NP.t22:0_30:0__Np,Cer_NP t22:0_30:0
Cer_NP.t36:0__Np,Cer_NP t36:0
Cer_NP.t36:1__Np,Cer_NP t36:1
Cer_NP.t37:0__Np,Cer_NP t37:0
Cer_NP.t38:1__Np,Cer_NP t38:1
Cer_NP.t40:0__Np,Cer_NP t40:0
Cer_NP.t40:2__Np,Cer_NP t40:2
Cer_NP.t41:0__Np,Cer_NP t41:0
Cer_NP.t41:1__Np,Cer_NP t41:1
Cer_NP.t42:0__Np,Cer_NP t42:0
Cer_NP.t45:0__Np,Cer_NP t45:0
Cer_NP.t45:2__Np,Cer_NP t45:2
Cer_NP.t46:1__Np,Cer_NP t46:1
Cer_NP.t46:2__Np,Cer_NP t46:2
Cer_NP.t47:0__Np,Cer_NP t47:0
Cer_NP.t47:1__Np,Cer_NP t47:1
Cer_NP.t48:1__Np,Cer_NP t48:1
Cer_NP.t49:1__Np,Cer_NP t49:1
Cer_NP.t50:1__Np,Cer_NP t50:1
Cer_NP.t50:1__Np,Cer_NP t50:1
Cer_NP.t50:2__Np,Cer_NP t50:2
Cer_NP.t50:2__Np,Cer_NP t50:2
Cer_NP.t53:1__Np,Cer_NP t53:1
Cer_NP.t53:2__Np,Cer_NP t53:2
Cer_NP.t54:1__Np,Cer_NP t54:1
Cer_NP.t54:2__Np,Cer_NP t54:2
Cer_NS.d16:1_16:0__Np,Cer_NS d16:1_16:0
Cer_NS.d16:1_16:0__Np,Cer_NS d16:1_16:0
Cer_NS.d16:1_16:1__Np,Cer_NS d16:1_16:1
Cer_NS.d16:1_16:1__Pp,Cer_NS d16:1_16:1
Cer_NS.d16:1_18:1__Np,Cer_NS d16:1_18:1
Cer_NS.d16:1_19:0__Np,Cer_NS d16:1_19:0
Cer_NS.d16:1_20:0__Np,Cer_NS d16:1_20:0
Cer_NS.d16:1_20:0__Np,Cer_NS d16:1_20:0
Cer_NS.d16:1_20:0__Pp,Cer_NS d16:1_20:0
Cer_NS.d16:1_22:0__Np,Cer_NS d16:1_22:0
Cer_NS.d16:1_22:0__Np,Cer_NS d16:1_22:0
Cer_NS.d16:1_22:0__Pp,Cer_NS d16:1_22:0
Cer_NS.d16:1_24:0__Pp,Cer_NS d16:1_24:0
Cer_NS.d16:1_26:0__Pp,Cer_NS d16:1_26:0
Cer_NS.d16:1_28:0__Np,Cer_NS d16:1_28:0
Cer_NS.d17:1_14:0__Np,Cer_NS d17:1_14:0
Cer_NS.d17:1_16:0__Np,Cer_NS d17:1_16:0
Cer_NS.d17:1_16:1__Pp,Cer_NS d17:1_16:1
Cer_NS.d17:1_18:0__Np,Cer_NS d17:1_18:0
Cer_NS.d17:1_20:0__Np,Cer_NS d17:1_20:0
Cer_NS.d17:1_20:0__Np,Cer_NS d17:1_20:0
Cer_NS.d17:1_22:0__Np,Cer_NS d17:1_22:0
Cer_NS.d17:1_22:0__Pp,Cer_NS d17:1_22:0
Cer_NS.d17:1_24:0__Np,Cer_NS d17:1_24:0
Cer_NS.d17:1_24:0__Np,Cer_NS d17:1_24:0
Cer_NS.d17:1_28:0__Pp,Cer_NS d17:1_28:0
Cer_NS.d18:1_16:0__Np,Cer_NS d18:1_16:0
Cer_NS.d18:1_16:0__Np,Cer_NS d18:1_16:0
Cer_NS.d18:1_16:0__Pp,Cer_NS d18:1_16:0
Cer_NS.d18:1_16:1__Pp,Cer_NS d18:1_16:1
Cer_NS.d18:1_17:0__Pp,Cer_NS d18:1_17:0
Cer_NS.d18:1_24:1__Np,Cer_NS d18:1_24:1
Cer_NS.d18:1_24:1__Np,Cer_NS d18:1_24:1
Cer_NS.d20:1_26:0__Pp,Cer_NS d20:1_26:0
Cer_NS.d20:1_30:1__Np,Cer_NS d20:1_30:1
Cer_NS.d21:1_28:0__Pp,Cer_NS d21:1_28:0
Cer_NS.d21:1_30:0__Pp,Cer_NS d21:1_30:0
Cer_NS.d22:1_28:0__Pp,Cer_NS d22:1_28:0
Cer_NS.d22:1_29:0__Np,Cer_NS d22:1_29:0
Cer_NS.d22:1_30:0__Pp,Cer_NS d22:1_30:0
Cer_NS.d22:1_30:1__Pp,Cer_NS d22:1_30:1
Cer_NS.d22:1_32:2__Np,Cer_NS d22:1_32:2
Cer_NS.d23:2_29:1__Np,Cer_NS d23:2_29:1
Cer_NS.d35:1__Np,Cer_NS d35:1
Cer_NS.d36:2__Np,Cer_NS d36:2
Cer_NS.d37:1__Pp,Cer_NS d37:1
Cer_NS.d39:1__Np,Cer_NS d39:1
Cer_NS.d40:1__Np,Cer_NS d40:1
Cer_NS.d40:1__Np,Cer_NS d40:1
Cer_NS.d40:2__Np,Cer_NS d40:2
Cer_NS.d44:1__Pp,Cer_NS d44:1
Cer_NS.d46:1__Np,Cer_NS d46:1
Cer_NS.d47:1__Np,Cer_NS d47:1
Cer_NS.d48:1__Pp,Cer_NS d48:1
Cer_NS.d48:2__Np,Cer_NS d48:2
Cer_NS.d49:1__Np,Cer_NS d49:1
Cer_NS.d52:1__Np,Cer_NS d52:1
Cer_NS.d52:2__Np,Cer_NS d52:2
Cer_NS.d54:3__Np,Cer_NS d54:3
Cer_NS.d56:3__Np,Cer_NS d56:3
Cer.23:1;O2|Cer.12:1;O2/11:0__Pp,Cer 23:1;O2|Cer 12:1;O2/11:0
Cer.31:0;O3|Cer.17:0;O2/14:0;O__Pp,Cer 31:0;O3|Cer 17:0;O2/14:0;O
Cer.31:1;O3|Cer.17:1;O2/14:0;O__Pp,Cer 31:1;O3|Cer 17:1;O2/14:0;O
Cer.32:0;O3|Cer.18:0;O2/14:0;O__Pp,Cer 32:0;O3|Cer 18:0;O2/14:0;O
Cer.32:1;O3|Cer.16:1;O2/16:0;O__Pp,Cer 32:1;O3|Cer 16:1;O2/16:0;O
Cer.32:2;O2|Cer.16:1;O2/16:1__Pp,Cer 32:2;O2|Cer 16:1;O2/16:1
Cer.32:2;O2|Cer.16:1;O2/16:1_1__Pp,Cer 32:2;O2|Cer 16:1;O2/16:1_1
Cer.33:0;O3|Cer.17:0;O2/16:0;O__Pp,Cer 33:0;O3|Cer 17:0;O2/16:0;O
Cer.33:1;O2|Cer.17:1;O2/16:0__Pp,Cer 33:1;O2|Cer 17:1;O2/16:0
Cer.33:1;O3|Cer.17:1;O2/16:0;O__Pp,Cer 33:1;O3|Cer 17:1;O2/16:0;O
Cer.33:2;O2|Cer.17:1;O2/16:1__Pp,Cer 33:2;O2|Cer 17:1;O2/16:1
Cer.34:0;O2|Cer.18:0;O2/16:0__Pp,Cer 34:0;O2|Cer 18:0;O2/16:0
Cer.34:0;O3|Cer.18:0;O2/16:0;O__Pp,Cer 34:0;O3|Cer 18:0;O2/16:0;O
Cer.34:1;O2|Cer.18:1;O2/16:0__Pp,Cer 34:1;O2|Cer 18:1;O2/16:0
Cer.34:1;O3|Cer.18:1;O2/16:0;O__Pp,Cer 34:1;O3|Cer 18:1;O2/16:0;O
Cer.34:1;O3|Cer.18:1;O2/16:0;O_1__Pp,Cer 34:1;O3|Cer 18:1;O2/16:0;O_1
Cer.35:1;O2|Cer.16:1;O2/19:0__Pp,Cer 35:1;O2|Cer 16:1;O2/19:0
Cer.36:0;O3|Cer.16:0;O2/20:0;O__Pp,Cer 36:0;O3|Cer 16:0;O2/20:0;O
Cer.36:1;O2|Cer.16:1;O2/20:0__Pp,Cer 36:1;O2|Cer 16:1;O2/20:0
Cer.37:1;O2|Cer.17:1;O2/20:0__Pp,Cer 37:1;O2|Cer 17:1;O2/20:0
Cer.38:0;O2|Cer.18:0;O2/20:0__Pp,Cer 38:0;O2|Cer 18:0;O2/20:0
Cer.38:0;O3|Cer.20:0;O2/18:0;O__Pp,Cer 38:0;O3|Cer 20:0;O2/18:0;O
Cer.38:1;O2|Cer.16:1;O2/22:0__Pp,Cer 38:1;O2|Cer 16:1;O2/22:0
Cer.39:1;O2|Cer.12:0;O2/27:1__Pp,Cer 39:1;O2|Cer 12:0;O2/27:1
Cer.39:1;O2|Cer.17:1;O2/22:0__Pp,Cer 39:1;O2|Cer 17:1;O2/22:0
Cer.40:0;O2|Cer.16:0;O2/24:0__Pp,Cer 40:0;O2|Cer 16:0;O2/24:0
Cer.40:0;O4|Cer.16:0;O3/24:0(2OH)__Pp,Cer 40:0;O4|Cer 16:0;O3/24:0(2OH)
Cer.40:1;O2|Cer.18:1;O2/22:0__Pp,Cer 40:1;O2|Cer 18:1;O2/22:0
Cer.40:1;O2|Cer.25:0;O2/15:1__Pp,Cer 40:1;O2|Cer 25:0;O2/15:1
Cer.40:1;O3|Cer.16:1;O2/24:0;O__Pp,Cer 40:1;O3|Cer 16:1;O2/24:0;O
Cer.41:0;O2|Cer.17:0;O2/24:0__Pp,Cer 41:0;O2|Cer 17:0;O2/24:0
Cer.41:1;O2|Cer.17:1;O2/24:0__Pp,Cer 41:1;O2|Cer 17:1;O2/24:0
Cer.41:1;O3|Cer.17:1;O2/24:0;O__Pp,Cer 41:1;O3|Cer 17:1;O2/24:0;O
Cer.41:2;O2|Cer.20:2;O2/21:0__Pp,Cer 41:2;O2|Cer 20:2;O2/21:0
Cer.42:1;O2|Cer.16:1;O2/26:0__Pp,Cer 42:1;O2|Cer 16:1;O2/26:0
Cer.42:1;O3|Cer.16:1;O2/26:0;O__Pp,Cer 42:1;O3|Cer 16:1;O2/26:0;O
Cer.42:2;O2|Cer.16:1;O2/26:1__Pp,Cer 42:2;O2|Cer 16:1;O2/26:1
Cer.43:1;O2|Cer.17:1;O2/26:0__Pp,Cer 43:1;O2|Cer 17:1;O2/26:0
Cer.44:1;O2|Cer.16:1;O2/28:0__Pp,Cer 44:1;O2|Cer 16:1;O2/28:0
Cer.44:1;O3|Cer.18:1;O2/26:0;O__Pp,Cer 44:1;O3|Cer 18:1;O2/26:0;O
Cer.45:0;O3|Cer.17:0;O2/28:0;O__Pp,Cer 45:0;O3|Cer 17:0;O2/28:0;O
Cer.45:0;O4|Cer.22:0;O3/23:0(2OH)__Pp,Cer 45:0;O4|Cer 22:0;O3/23:0(2OH)
Cer.45:1;O2|Cer.17:1;O2/28:0__Pp,Cer 45:1;O2|Cer 17:1;O2/28:0
Cer.46:0;O3|Cer.24:0;O2/22:0;O__Pp,Cer 46:0;O3|Cer 24:0;O2/22:0;O
Cer.46:0;O4|Cer.22:0;O3/24:0(2OH)__Pp,Cer 46:0;O4|Cer 22:0;O3/24:0(2OH)
Cer.46:1;O2|Cer.22:1;O2/24:0__Pp,Cer 46:1;O2|Cer 22:1;O2/24:0
Cer.46:1;O3|Cer.20:1;O2/26:0;O__Pp,Cer 46:1;O3|Cer 20:1;O2/26:0;O
Cer.47:1;O2|Cer.17:1;O2/30:0__Pp,Cer 47:1;O2|Cer 17:1;O2/30:0
Cer.48:0;O2|Cer.22:0;O2/26:0__Pp,Cer 48:0;O2|Cer 22:0;O2/26:0
Cer.48:0;O3|Cer.22:0;O2/26:0;O__Pp,Cer 48:0;O3|Cer 22:0;O2/26:0;O
Cer.48:1;O2|Cer.20:1;O2/28:0__Pp,Cer 48:1;O2|Cer 20:1;O2/28:0
Cer.48:1;O3|Cer.22:1;O2/26:0;O__Pp,Cer 48:1;O3|Cer 22:1;O2/26:0;O
Cer.49:0;O3|Cer.25:0;O2/24:0;O__Pp,Cer 49:0;O3|Cer 25:0;O2/24:0;O
Cer.49:1;O2|Cer.22:1;O2/27:0__Pp,Cer 49:1;O2|Cer 22:1;O2/27:0
Cer.50:1;O2|Cer.22:1;O2/28:0__Pp,Cer 50:1;O2|Cer 22:1;O2/28:0
Cer.50:1;O3|Cer.22:1;O2/28:0;O__Pp,Cer 50:1;O3|Cer 22:1;O2/28:0;O
Cer.50:2;O2|Cer.22:1;O2/28:1__Pp,Cer 50:2;O2|Cer 22:1;O2/28:1
Cer.51:1;O2|Cer.21:1;O2/30:0__Pp,Cer 51:1;O2|Cer 21:1;O2/30:0
Cer.51:1;O3|Cer.22:1;O2/29:0;O__Pp,Cer 51:1;O3|Cer 22:1;O2/29:0;O
Cer.51:2;O2|Cer.21:1;O2/30:1__Pp,Cer 51:2;O2|Cer 21:1;O2/30:1
Cer.51:8;O2|Cer.29:2;O2/22:6__Pp,Cer 51:8;O2|Cer 29:2;O2/22:6
Cer.52:1;O2|Cer.22:1;O2/30:0__Pp,Cer 52:1;O2|Cer 22:1;O2/30:0
Cer.52:1;O3|Cer.22:1;O2/30:0;O__Pp,Cer 52:1;O3|Cer 22:1;O2/30:0;O
Cer.52:1;O3|Cer.22:1;O2/30:0;O_1__Pp,Cer 52:1;O3|Cer 22:1;O2/30:0;O_1
Cer.52:2;O2|Cer.22:1;O2/30:1__Pp,Cer 52:2;O2|Cer 22:1;O2/30:1
Cer.53:2;O2|Cer.21:1;O2/32:1__Pp,Cer 53:2;O2|Cer 21:1;O2/32:1
Cer.54:1;O3|Cer.20:1;O2/34:0;O__Pp,Cer 54:1;O3|Cer 20:1;O2/34:0;O
Cer.56:2;O3|Cer.22:1;O2/34:1;O__Pp,Cer 56:2;O3|Cer 22:1;O2/34:1;O
Cer.67:4;O4|Cer.20:2;O2/47:2;O2__Pp,Cer 67:4;O4|Cer 20:2;O2/47:2;O2
Cer.70:5;O4|Cer.20:2;O2/50:3;O2__Pp,Cer 70:5;O4|Cer 20:2;O2/50:3;O2
Cer.71:4;O4|Cer.22:2;O2/49:2;O2__Pp,Cer 71:4;O4|Cer 22:2;O2/49:2;O2
Cer.72:4;O4|Cer.22:2;O2/50:2;O2__Pp,Cer 72:4;O4|Cer 22:2;O2/50:2;O2
Cer.72:5;O4|Cer.20:2;O2/52:3;O2__Pp,Cer 72:5;O4|Cer 20:2;O2/52:3;O2
Cer.72:6;O4|Cer.22:2;O2/50:4;O2__Pp,Cer 72:6;O4|Cer 22:2;O2/50:4;O2
Cer.73:5;O4|Cer.21:2;O2/52:3;O2__Pp,Cer 73:5;O4|Cer 21:2;O2/52:3;O2
DG_d5.31:1__Pp,DG_d5 31:1
DG_d5.38:1__Pp,DG_d5 38:1
DG_d5.42:1__Pp,DG_d5 42:1
DG.16:0_16:1__Pp,DG 16:0_16:1
DG.16:0_18:0__Pp,DG 16:0_18:0
DG.16:0_18:1__Pp,DG 16:0_18:1
DG.16:1_16:1__Pp,DG 16:1_16:1
DG.18:0_18:0__Pp,DG 18:0_18:0
DG.18:0_18:1__Pp,DG 18:0_18:1
DG.18:1_18:1__Pp,DG 18:1_18:1
DG.18:1_18:2__Pp,DG 18:1_18:2
DG.23:3__Pp,DG 23:3
DG.27:4__Pp,DG 27:4
DG.30:1__Pp,DG 30:1
DG.30:5__Pp,DG 30:5
DG.31:1__Pp,DG 31:1
DG.32:0|DG.16:0_16:0__Pp,DG 32:0|DG 16:0_16:0
DG.32:1|DG.14:0_18:1__Pp,DG 32:1|DG 14:0_18:1
DG.34:0|DG.16:0_18:0__Pp,DG 34:0|DG 16:0_18:0
DG.34:1|DG.16:0_18:1__Pp,DG 34:1|DG 16:0_18:1
DG.34:2|DG.16:0_18:2__Pp,DG 34:2|DG 16:0_18:2
DG.34:3__Pp,DG 34:3
DG.36:0|DG.18:0_18:0__Pp,DG 36:0|DG 18:0_18:0
DG.36:1|DG.18:0_18:1__Pp,DG 36:1|DG 18:0_18:1
DG.36:2|DG.18:1_18:1__Pp,DG 36:2|DG 18:1_18:1
DG.36:3|DG.18:1_18:2__Pp,DG 36:3|DG 18:1_18:2
DG.36:4|DG.18:2_18:2__Pp,DG 36:4|DG 18:2_18:2
DG.37:3__Pp,DG 37:3
DG.38:2__Pp,DG 38:2
DG.38:3__Pp,DG 38:3
DG.38:4|DG.18:0_20:4__Pp,DG 38:4|DG 18:0_20:4
DG.39:3__Pp,DG 39:3
DG.40:5__Pp,DG 40:5
DG.40:6__Pp,DG 40:6
DG.40:9__Pp,DG 40:9
DG.41:2__Pp,DG 41:2
DG.42:4__Pp,DG 42:4
DG.43:2__Pp,DG 43:2
DG.43:3__Pp,DG 43:3
DG.43:7__Pp,DG 43:7
DG.43:8__Pp,DG 43:8
DG.44:12__Pp,DG 44:12
DG.45:3__Pp,DG 45:3
DG.45:4__Pp,DG 45:4
DG.45:9__Pp,DG 45:9
DG.46:8__Pp,DG 46:8
DG.46:8_1__Pp,DG 46:8_1
DG.47:7__Pp,DG 47:7
DG.47:8__Pp,DG 47:8
DG.47:9__Pp,DG 47:9
DG.47:9_1__Pp,DG 47:9_1
DG.48:7__Pp,DG 48:7
DG.48:8__Pp,DG 48:8
DG.48:9__Pp,DG 48:9
DG.49:10__Pp,DG 49:10
DG.49:13__Pp,DG 49:13
DG.49:13_1__Pp,DG 49:13_1
DG.49:7__Pp,DG 49:7
DG.49:8__Pp,DG 49:8
DG.49:9__Pp,DG 49:9
DG.50:9__Pp,DG 50:9
DG.51:10__Pp,DG 51:10
DG.51:8__Pp,DG 51:8
DGCC.34:2__Pp,DGCC 34:2
DGGA.34:1|DGGA.16:0_18:1__Pp,DGGA 34:1|DGGA 16:0_18:1
DGGA.36:2|DGGA.18:1_18:1__Pp,DGGA 36:2|DGGA 18:1_18:1
DGTS.16:0_18:1__Pp,DGTS 16:0_18:1
DGTS.16:0_22:2__Pp,DGTS 16:0_22:2
DGTS.18:1_18:1__Pp,DGTS 18:1_18:1
DGTS.18:1_19:1__Pp,DGTS 18:1_19:1
DGTS.35:1|DGTS.16:0_19:1__Pp,DGTS 35:1|DGTS 16:0_19:1
DGTS.36:1|DGTS.18:0_18:1__Pp,DGTS 36:1|DGTS 18:0_18:1
DGTS.37:2__Pp,DGTS 37:2
DGTS.38:2|DGTS.19:1_19:1__Pp,DGTS 38:2|DGTS 19:1_19:1
DGTS.46:5__Pp,DGTS 46:5
EOS(d9).(d18:1-d9/32:0/18:2)__Pp,EOS(d9) (d18:1-d9/32:0/18:2)
